,dwave1,dstrength1,,dwave_distance
131,3045.482353223999,0.32125600000000004,,24.24504428
132,3076.227669,0.32405800000000007,,30.74531578
133,3102.4275204839996,0.32748200000000005,,26.19985148
134,3133.6108344539994,0.3308000000000002,,31.18331397
135,3157.8363051579986,0.333758,,24.2254707
136,3183.8223192099995,0.33686000000000005,,25.98601405
137,3206.7478349519993,0.33981400000000006,,22.92551574
138,3233.574657,0.34333200000000014,,26.82682159
139,3259.0157339639995,0.3468700000000002,,25.44107742
140,3287.970194509999,0.35031000000000007,,28.95446055
141,3310.5193170220005,0.35269000000000017,,22.54912251
142,3334.302174980001,0.3553620000000002,,23.78285796
143,3360.942521479998,0.35783200000000015,,26.6403465
144,3381.2772790299987,0.36004200000000014,,20.33475755
145,3404.820248935999,0.3623440000000002,,23.54296991
146,3430.2237871319994,0.3652320000000001,,25.4035382
147,3453.2075359379987,0.3683880000000002,,22.98374881
148,3475.3097359820003,0.37254800000000016,,22.10220004
149,3503.0800776579977,0.37492800000000004,,27.77034168
150,3523.8805174919994,0.3780580000000003,,20.80043983
151,3550.7319137159984,0.38021400000000016,,26.85139622
152,3573.5528851959994,0.3838300000000001,,22.82097148
153,3597.0274829879986,0.3863660000000001,,23.47459779
154,3624.0706704699983,0.3889640000000001,,27.04318748
155,3645.2845051699983,0.3918840000000002,,21.2138347
156,3669.1259821599997,0.39442600000000005,,23.84147699
157,3694.5208865519985,0.39689399999999997,,25.39490439
158,3722.269967691999,0.3991400000000002,,27.74908114
159,3742.4873250219985,0.4014360000000001,,20.21735733
160,3766.7708808559983,0.4041380000000002,,24.28355583
161,3792.4353524399985,0.40714,,25.66447158
162,3816.4641240219994,0.41034800000000005,,24.02877158
163,3840.039736397999,0.41340999999999994,,23.57561238
164,3862.6270582079997,0.4167860000000001,,22.58732181
165,3892.097304,0.41992200000000013,,29.47024612
166,3924.699932631999,0.4226240000000002,,32.6026283
167,3949.2821714159986,0.4257700000000002,,24.58223878
168,3974.9069227899977,0.4282540000000001,,25.62475137
169,4000.3453035739994,0.431058,,25.43838078
170,4023.691240402002,0.43375600000000014,,23.34593683
171,4053.898478,0.43659400000000015,,30.20723724
172,4082.855623,0.4395420000000002,,28.95714528
173,4110.349079023998,0.4430140000000003,,27.4934561
174,4140.573059807999,0.4455280000000002,,30.22398078
175,4170.288886353999,0.4482420000000002,,29.71582655
176,4197.6695631699995,0.45088400000000034,,27.38067682
177,4224.613073204001,0.4549280000000001,,26.94351003
178,4258.899375524001,0.4575260000000001,,34.28630232
179,4288.722164789999,0.45992200000000016,,29.82278927
180,4320.277750609999,0.46314200000000016,,31.55558582
181,4346.099958655998,0.465796,,25.82220805
182,4374.385012803999,0.4687340000000001,,28.28505415
183,4404.255975829999,0.47199400000000014,,29.87096303
184,4432.669838159999,0.47494,,28.41386233
185,4467.270477401999,0.4778440000000001,,34.60063924
186,4497.5107133659985,0.4810200000000001,,30.24023596
187,4530.786799,0.4839300000000002,,33.27608523
188,4562.721006642001,0.48627,,31.93420804
189,4601.488884614002,0.4890920000000001,,38.76787797
190,4636.31334,0.491572,,34.82445555
191,4664.844554,0.4955580000000001,,28.53121397
192,4696.198988,0.4989400000000002,,31.35443418
193,4726.403090173999,0.5023520000000002,,30.20410186
194,4762.9497817579995,0.5053960000000002,,36.54669158
195,4798.565213,0.5086260000000001,,35.61543133
196,4831.704291,0.5117200000000002,,33.13907817
197,4873.122584,0.5148240000000002,,41.41829226
198,4902.679458435999,0.517904,,29.55687491
199,4933.678865,0.5214680000000003,,30.99940613
200,4961.3175,0.5248680000000001,,27.63863535
201,4997.1669240599995,0.5274960000000001,,35.84942414
202,5037.7377147279985,0.530688,,40.57079067
203,5080.902008618001,0.5340780000000002,,43.16429389
204,5120.376431316001,0.5370460000000001,,39.4744227
205,5153.444854,0.5411660000000001,,33.06842247
206,5181.393031440001,0.5450160000000002,,27.94817765
207,5219.533350148001,0.5479720000000001,,38.14031871
208,5266.229856669999,0.552036,,46.69650652
209,5310.534934133999,0.5546040000000001,,44.30507746
210,5342.6141,0.5579020000000001,,32.07916626
211,5377.146647896001,0.5607540000000002,,34.53254751
212,5420.231149950001,0.5637920000000003,,43.08450205
213,5458.254542226001,0.5689560000000001,,38.02339228
214,5498.000799402001,0.5721540000000003,,39.74625718
215,5535.076633,0.5762080000000003,,37.07583403
216,5576.781928426001,0.5790500000000002,,41.705295
217,5620.603838092002,0.5825680000000003,,43.82190967
218,5674.743682092001,0.585154,,54.139844
219,5715.8014533059995,0.5885400000000003,,41.05777121
220,5765.149471,0.5921640000000001,,49.34801792
221,5804.593316370002,0.5955880000000002,,39.44384515
222,5845.204385,0.599268,,40.61106911
223,5891.592512622002,0.6028760000000002,,46.38812714
224,5948.498307928001,0.6067480000000002,,56.90579531
225,5995.269420874001,0.6107360000000003,,46.77111295
226,6029.683153684002,0.6147180000000002,,34.41373281
227,6083.423430684002,0.6191100000000003,,53.740277
228,6135.136512662002,0.6230380000000003,,51.71308198
229,6181.248628942001,0.6268240000000003,,46.11211628
230,6218.965120526001,0.6305960000000003,,37.71649158
231,6266.551524,0.6343420000000002,,47.58640383
232,6318.517821078002,0.6385020000000001,,51.96629673
233,6364.478426404002,0.6422480000000003,,45.96060533
234,6411.357959026001,0.6458040000000002,,46.87953262
235,6466.118241523999,0.6505600000000002,,54.7602825
236,6507.3633051980005,0.6547480000000001,,41.24506367
237,6554.5255723380005,0.6580680000000002,,47.16226714
238,6600.847246866001,0.6616260000000003,,46.32167453
239,6642.181357,0.6656440000000003,,41.33411042
240,6690.719799298002,0.6697820000000001,,48.53844201
241,6738.686240716002,0.6748340000000002,,47.96644142
242,6793.232975,0.6801500000000005,,54.54673466
243,6852.393090038003,0.6847520000000001,,59.16011466
244,6903.454281814001,0.6896860000000004,,51.06119178
245,6954.531109,0.6965760000000003,,51.07682746
246,7024.574697,0.7045440000000004,,70.0435877
247,7087.502443917998,0.7152380000000004,,62.92774694
248,7147.062772682002,0.7261280000000003,,59.56032876
249,7186.055297420002,0.731344,,38.99252474
250,7220.402503184001,0.7351200000000003,,34.34720576
251,7272.218384891999,0.7401940000000002,,51.81588171
