PC1,PC2,distance,SMILES
-1.3176031516846327,2.1755999053120156,0.460598871038517,c1ccc(C2=NC(c3ccccc3)(n3c(-c4ccccc4)nc(-c4ccccc4)c3-c3ccccc3)N=C2c2ccccc2)cc1
-1.9054612142395846,2.002174076901611,0.5424173970877232,Cc1ccc(C2=NC(c3ccccc3)(n3c(-c4ccccc4)nc(-c4ccc(C)cc4)c3-c3ccc(C)cc3)N=C2c2ccc(C)cc2)cc1
-2.622320877962871,1.632627715134099,0.5633581160387552,COc1ccc(C2=NC(c3ccccc3)(n3c(-c4ccccc4)nc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)N=C2c2ccc(OC)cc2)cc1
2.404517902982565,2.8558143527787996,0.2363368167382099,O=[N+]([O-])c1ccc(C2=NC(c3ccccc3)(n3c(-c4ccccc4)nc(-c4ccc([N+](=O)[O-])cc4)c3-c3ccc([N+](=O)[O-])cc3)N=C2c2ccc([N+](=O)[O-])cc2)cc1
-1.2636280018311594,0.5135017994240831,0.2606560842678426,Cc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1C1(c2ccccc2C)N=C(c2ccccc2)C(c2ccccc2)=N1
-1.745371421073513,0.31345206616796,0.4201841121868221,Cc1ccc(C2=NC(c3ccccc3C)(n3c(-c4ccccc4C)nc(-c4ccc(C)cc4)c3-c3ccc(C)cc3)N=C2c2ccc(C)cc2)cc1
-2.462231084796804,-0.0560942955995506,0.3816164710154393,COc1ccc(C2=NC(c3ccccc3C)(n3c(-c4ccccc4C)nc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)N=C2c2ccc(OC)cc2)cc1
2.526361373514902,1.1431697045270102,0.2809420140715818,Cc1ccccc1-c1nc(-c2ccc([N+](=O)[O-])cc2)c(-c2ccc([N+](=O)[O-])cc2)n1C1(c2ccccc2C)N=C(c2ccc([N+](=O)[O-])cc2)C(c2ccc([N+](=O)[O-])cc2)=N1
-1.6295847172026485,0.4259624397515776,0.5439143645079308,COc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1C1(c2ccccc2OC)N=C(c2ccccc2)C(c2ccccc2)=N1
-2.1113281364450036,0.22591270649544803,0.6023238651144263,COc1ccccc1-c1nc(-c2ccc(C)cc2)c(-c2ccc(C)cc2)n1C1(c2ccccc2OC)N=C(c2ccc(C)cc2)C(c2ccc(C)cc2)=N1
-2.5625431644979946,-0.0023105293510495843,0.4410088153195616,COc1ccc(C2=NC(c3ccccc3OC)(n3c(-c4ccccc4OC)nc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)N=C2c2ccc(OC)cc2)cc1
2.160404658143412,1.0556303448545055,1.7600062441779254,COc1ccccc1-c1nc(-c2ccc([N+](=O)[O-])cc2)c(-c2ccc([N+](=O)[O-])cc2)n1C1(c2ccccc2OC)N=C(c2ccc([N+](=O)[O-])cc2)C(c2ccc([N+](=O)[O-])cc2)=N1
0.5391470158361604,-0.6919791306682187,0.5400821456684031,O=[N+]([O-])c1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1C1(c2ccccc2[N+](=O)[O-])N=C(c2ccccc2)C(c2ccccc2)=N1
0.01915727396007912,-0.9159515014424868,0.5214192904184476,Cc1ccc(C2=NC(c3ccccc3[N+](=O)[O-])(n3c(-c4ccccc4[N+](=O)[O-])nc(-c4ccc(C)cc4)c3-c3ccc(C)cc3)N=C2c2ccc(C)cc2)cc1
-0.6977023897632119,-1.2854978632099894,0.5910256576736493,COc1ccc(C2=NC(c3ccccc3[N+](=O)[O-])(n3c(-c4ccccc4[N+](=O)[O-])nc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)N=C2c2ccc(OC)cc2)cc1
3.1404019961400373,0.38518442173171236,0.4000508121186771,O=[N+]([O-])c1ccc(C2=NC(c3ccccc3[N+](=O)[O-])(n3c(-c4ccccc4[N+](=O)[O-])nc(-c4ccc([N+](=O)[O-])cc4)c3-c3ccc([N+](=O)[O-])cc3)N=C2c2ccc([N+](=O)[O-])cc2)cc1
-1.5402069643000458,2.691206839309751,0.6405593520398705,Cc1cccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C2(c3cccc(C)c3)N=C(c3ccccc3)C(c3ccccc3)=N2)c1
-1.9585088812129376,2.5273166994143876,0.5222930583029431,Cc1ccc(C2=NC(c3cccc(C)c3)(n3c(-c4cccc(C)c4)nc(-c4ccc(C)cc4)c3-c3ccc(C)cc3)N=C2c2ccc(C)cc2)cc1
-2.741929422518047,2.1574908346596984,0.5830630230445936,COc1ccc(C2=NC(c3cccc(C)c3)(n3c(-c4cccc(C)c4)nc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)N=C2c2ccc(OC)cc2)cc1
2.246663035793659,3.3567548347862606,0.6234385474957737,Cc1cccc(-c2nc(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)n2C2(c3cccc(C)c3)N=C(c3ccc([N+](=O)[O-])cc3)C(c3ccc([N+](=O)[O-])cc3)=N2)c1
