iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
1,-1.2265608377234163,-0.9836032673591568,-0.9165886285068807,-1.1180241202853856,-0.9980171193333586,-0.9340927558142528,-0.7469443263563338,-1.388748666821151,-0.8930087033863534,-0.7393354155669719
2,-0.9454187021586846,-0.8291300877042638,-0.9678049308948816,-1.343053794827486,-0.8640699630267079,-1.029872816067098,-0.7384292110047636,-1.405185731628239,-0.9211673575585103,-0.8905974615819193
3,-0.9989721443890434,-0.8437779351856582,-0.9874340360527544,-1.1276381317859947,-0.8829912746055351,-0.9512743856010544,-0.7289557786397476,-1.32986117774213,-0.9697959021906567,-0.8311386222864421
4,-0.9423721224793024,-0.8953936497042099,-1.0682250457777487,-1.1985011646321733,-0.8790077097775181,-0.9112257862174167,-0.7305176314425679,-1.145198572891491,-1.0476823452179334,-0.8157079873284766
5,-0.9947678544015692,-0.874942321489525,-0.9069992176592288,-0.9705124974990804,-0.854490878636547,-0.8617182074683246,-0.7323170643234013,-1.2166767666205633,-0.8649909336059097,-0.8422204442249612
6,-0.9440317310277828,-0.9055090265004303,-0.8180170895631582,-0.8793717396575116,-0.7906401768572636,-0.8770660372582345,-0.7331065844100426,-1.031501624350439,-0.8663153670647691,-0.8130410134021039
7,-0.9608457302291405,-0.9470862312667085,-0.8199990653413676,-0.8572033822568779,-0.8207181807617563,-0.9290591484479107,-0.7343677016686917,-0.9984598628162226,-0.8921259792894105,-0.8070980438302557
8,-1.0066071665113483,-1.0026701682643062,-0.8643912240822808,-0.8196490822930894,-0.8227855159311056,-0.8980590313664731,-0.7371331271252428,-0.9190852339635031,-0.8974312938810193,-0.8009723814819487
9,-1.0890446676846932,-1.0249444081601435,-0.9030596436758803,-0.825577069825051,-0.8364427064060251,-0.9149783388646964,-0.7412470614562398,-0.8743614514079528,-0.9314902580243116,-0.8272246146963574
10,-1.0836564513409412,-1.0643070786469524,-0.7984569205466112,-0.8261100749089961,-0.858994684942592,-0.9118188819213332,-0.7601755264047414,-0.8827689882991994,-0.8777917094265562,-0.8127895886190172
11,-1.2184361769529122,-1.1358625637876243,-0.7805558309319168,-0.8085047155211638,-0.8677108796898167,-0.8908208010690059,-0.7699702661377046,-0.918684077091524,-0.9016265188991899,-0.8210515492188555
12,-1.282270472953851,-1.1813546795289616,-0.7952706524440484,-0.8039676037101776,-0.9042821391225255,-0.9136089588676616,-0.7911854871030463,-1.0126674456306488,-0.8118069173809682,-0.8318229676251173
