iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50
1,0.00035108389275987007,0.00044755476013260624,0.0004885736088426568,0.0003885351497913108,0.00044184197921800264,0.0004727981019034618,0.0005956003858701371,0.00030400604318277686,0.0004982123176838405,0.0006049043765365664,0.0005192349900214467,0.0003245771700041069,0.0002793430241065121,0.0005732291808417816,0.00031254445455818666,0.0002282873873841617,0.000262115014137885,0.0004165086771055341,0.00039203418710600276,0.0005730476725726661,0.00034575084956891205,0.0005627098387701607,0.00042563546398017194,0.00040901474658519587,0.0003274030995821574,0.0005588425578495773,0.0005844053594692666,0.0004438130924556376,0.00021787884892813478,1.0926847807534951e-05,0.0004577999806779113,0.0003548081474363308,0.00022902888399048627,0.0003984183497327471,7.307674697946583e-05,0.0005947382682143676,0.0004653567194147252,0.0005372394111985947,0.0004714612397513629,0.0005293845647672511,0.0005435311518189146,4.799189143792321e-05,0.00044774818776652925,0.0003046476273613849,0.0004472820790574409,0.00038115883398502306,0.0004888458413746987,0.0004403354661833188,0.0005419817778680538,0.0004296622209369944
2,0.0004546347622044009,0.0005357906095432652,0.00045316758649070456,0.0003131249797632846,0.0005365599098706497,0.00042381606828549286,0.0005971426787503795,0.0002965709841904865,0.00047839083880182084,0.0004962022746832392,0.0005538453379900863,0.000312305354262679,0.0005223856640425688,0.0005893452114989494,0.0003896710465070382,0.0002099682330378959,0.0004454021333341768,0.0004967645001814147,0.0004555682090110421,0.0005903305205885756,0.0004794537488230011,0.0005735631177213329,0.0005015747418698782,0.00047686239865706405,0.000527727546894011,0.0005455124923191301,0.0005947561976173215,0.0004149660441163541,0.0002644766957128878,8.951936279998104e-05,0.0004951120995398855,0.00042949945677198375,0.00018729376062656268,0.00041228530160841346,0.00014845283208894138,0.0005869137393120598,0.0005616922018626968,0.0006120893047783085,0.000492912832886088,0.0005942032348036831,0.0005605209197676553,0.00015228314465568838,0.0004943983317336472,0.00039243052126539937,0.0003540590444279509,0.0003958974824337508,0.0005695598742345784,0.0004550129243424609,0.0005305416993383662,0.00037112867584851076
3,0.00044357077218511756,0.0005504479095383183,0.0004463047186917038,0.0003837507948148325,0.0006088089689341498,0.0004610423106708053,0.0006114355875952212,0.00031659203110538474,0.0004530315155425843,0.0005319843634461786,0.0005631936133676365,0.00025356135726974186,0.0005377440934259682,0.0005767228794250146,0.00042174076072293363,0.00020545175279507394,0.0005051871844608851,0.0005292435389989303,0.000494128261533087,0.000590366127798771,0.0004660811643705637,0.0005653419926632951,0.00047679335086137374,0.0004894725952030452,0.0005945841541945338,0.0005100875264325022,0.00058887030060834,0.00045764326114807163,0.0004097632983983047,0.0003769291559115612,0.0004821800141120135,0.0005105325340880419,0.0002688112648751477,0.0005147570489917799,0.00018888465213083634,0.0005407671951507682,0.000604408818177591,0.0006211506377012814,0.0005291122881726524,0.0005868732836618212,0.0005702200510956096,0.00014892943631897095,0.00048436946111758125,0.0003861930033652711,0.0002990444124744536,0.00036751248691224177,0.000594587151675306,0.00045878906703343086,0.000563173179618468,0.0003578740718642996
4,0.00046586021341917444,0.0006226005184516394,0.000408065833950816,0.0003584041333051884,0.0006759240712672286,0.00048650803245802354,0.0006174313430399552,0.0003779989036740223,0.00041648376295026274,0.0005419203588990857,0.0005880149197742514,0.00034296336974791686,0.0005137610818806614,0.0005982569555718339,0.00044849092724936394,0.0002754880291508727,0.000522489889624643,0.0005118830253736877,0.0005330369422761851,0.0005800007966264954,0.00046914444658873995,0.000611265710446985,0.0005070578202080194,0.0004941077805680985,0.0005113127399500348,0.0005197554781690961,0.0005610070272560196,0.00051275744120589,0.0004194088167483147,0.0004666926406712514,0.00045149386069665665,0.00047767553474521425,0.00036121745002937487,0.0005447534655331135,0.0004586428322745977,0.0005047769646392479,0.0005637579952073161,0.0006422133113309831,0.0005336774259363031,0.0005886741814614939,0.0005886734054275433,0.00021626074168554484,0.0005095075278643828,0.0004296145998766473,0.0003961753004085587,0.00040472715287894314,0.0006165434430652742,0.00045513183716411576,0.0005713063237018821,0.0003381744243964707
5,0.00043668677693884885,0.0005759525347347704,0.00047865189320685106,0.00045214818730566136,0.0006517434806881487,0.00044458398098292377,0.0006141363317797668,0.0003556143135720957,0.0005091777488985973,0.000524249231179829,0.0005771270619269401,0.0005151028902995426,0.0005528664767873723,0.000608322440257784,0.0004508030463844458,0.00023995481968675525,0.0005096957885902225,0.0005624492540293252,0.0005840210963258674,0.0006007639726047355,0.0004415772740128735,0.0006066685538852351,0.00047144520060858185,0.0004599656018489801,0.0005237094261233941,0.000551483665209993,0.0005389539027155278,0.00048076556903897894,0.0003846088553136017,0.0004613227918516691,0.0004114713859479536,0.0005368612851017103,0.000337382338909022,0.000548746218677296,0.0005167488956109123,0.00048738677599785725,0.0005886297241843769,0.0006466624886431651,0.0005436181431727401,0.0005648858333265676,0.000607418863907343,0.00019061081683746179,0.0004670699484250726,0.00048332396765220486,0.0005055665212674127,0.00037844428259916203,0.0006033940204587987,0.0005573754008812012,0.0005460051005267355,0.0003872686435287693
6,0.00046895730138384853,0.0005783354495316246,0.0005070509196135536,0.000501518708424239,0.0006238620075647782,0.000457640453549737,0.0006146236539807045,0.00041165306870268877,0.0005104162029313583,0.0005438689732312294,0.0006049140877056929,0.0003168835891772611,0.0005301764602161812,0.0006110679433848239,0.0004851065166836469,0.00025249489985037854,0.0005066100539875612,0.0005475075106456664,0.0005674798748885985,0.0006031693304244076,0.00045442877296105193,0.0005980534155515865,0.0005312826937119564,0.0004627523525309385,0.0005278780538717182,0.0005704939061586657,0.0005325509909430315,0.00045936500519792303,0.0003849386974532705,0.000435897950478437,0.0004104651871138281,0.000493460812915685,0.0003572804466600224,0.0005047185854932869,0.0005709543591423742,0.00043718930211374916,0.000574717253343529,0.0006292657209788414,0.0005688006857400319,0.0005332043853981018,0.0006065524012862229,0.00045908476732012835,0.00047883759604689947,0.0004841095083948773,0.0005341604757371726,0.0003489529552929422,0.0006231604008010421,0.0005396583289137657,0.0005376487646071002,0.0003467969852153847
7,0.00046058432067084886,0.0005683539516901225,0.000510450672870005,0.000514922767491971,0.0006168918881328558,0.00041679236135800686,0.0005937190690601194,0.0004796727301190291,0.0004938181450577094,0.0005486090251698407,0.0005757719060110797,0.00045978289322609725,0.000565866926375371,0.0006065243165220627,0.0004888889017676654,0.00023726444076704623,0.0005010638022869963,0.0005208753357725575,0.0005832893457868581,0.0005937435929895612,0.0004601276552908911,0.0005616352172063067,0.0004762020106724733,0.0004534012556877903,0.0005241077555470195,0.000555213130300775,0.0005647781899573561,0.00042559800979023,0.00037741876681827963,0.0004143501307125005,0.0004220092408350588,0.0005024809777394823,0.0003599393097615871,0.0005403423218639074,0.0005741789973787881,0.00041264003131643976,0.0005544639868755944,0.0006084842169468378,0.0005448814443326824,0.0004990431309208172,0.0006231133907753643,0.00048182233431137857,0.00047663390602143676,0.0004498393843650249,0.0005095972603571176,0.00046383220042439893,0.0005959182603688036,0.0005273794648456488,0.0005325814522582102,0.000298681281886983
8,0.00043885137964459547,0.0005605827728943233,0.0004815606588565518,0.0005390618411609786,0.0006329783357551422,0.00043191371878884943,0.0005627749071966909,0.0004926145967430066,0.0004898200408327244,0.0005551395702012833,0.0005492655054259557,0.00047011928973219843,0.0005607519025506257,0.0006105650736133692,0.0004891760614666181,0.0002363857327010056,0.0005022573288215805,0.0005055500475436408,0.0005788596144738051,0.000589266151287693,0.000439439654729056,0.000559618378320148,0.00047364562960087395,0.0004407738221955856,0.0004980917987488019,0.0005342434159927098,0.0005375572880151345,0.0005640774806024559,0.00038586893401845474,0.0003631200438320595,0.00043347744370426434,0.0004679846643961458,0.00035011137763273705,0.0005129553730370098,0.0006137597282126181,0.0004052348003414131,0.0005159559939623907,0.000569115859186573,0.0005172529331163845,0.0005038328313553147,0.0006000205309215277,0.0004933621393593537,0.0004586904915919079,0.0004610254574317006,0.0005344700564902207,0.00048342120486148855,0.0005768538691552123,0.0004967474683033279,0.0005485040876965861,0.0003449280412833719
9,0.0004102526519401858,0.0005641680820489523,0.0005289175892583634,0.0005350757074678352,0.0006488609792106729,0.0004861755498319619,0.000550670216106526,0.00046637095965806544,0.0004740354799298804,0.0005326692874862381,0.000556376109790759,0.00044058703718571375,0.0005364407844504602,0.0006016598864257147,0.0004651946560293155,0.0003036708599581082,0.00048809697978213534,0.0005321534487382185,0.0005670150337153722,0.0005738594581223391,0.00039569405003500667,0.0005655364113718241,0.0004656272682917819,0.00043218720938517543,0.0005031050746071347,0.0005454420592403053,0.0005119974705581478,0.0005565961318947688,0.000372966805093218,0.0004275283473233781,0.0004295771711339131,0.0004847007050988976,0.000378356220022893,0.000494075039972106,0.0006137969432706714,0.0003865897479165846,0.0005076428192078684,0.0005528639749388478,0.0005051129148616675,0.00050426345671036,0.0005829552404058809,0.0005087329418945369,0.0004506320378776286,0.00046505330007082793,0.0005041072238735699,0.0004608432125479616,0.0005550894921632772,0.0004853053229482451,0.0005334236126625331,0.0003168241812140506
10,0.00038005688006585334,0.000550439042396904,0.0005282991843221018,0.0005347547119028541,0.0006208661069536256,0.000473709948632197,0.0005696660806981136,0.0004086089620885511,0.00046328138950916604,0.0005355633328128291,0.0005694915857585029,0.0004315870342456681,0.0005175573789271991,0.0006035791383529704,0.0004687904546235266,0.0003245384032573432,0.0004663576429445791,0.0005291800416112062,0.0005602415046900772,0.0005629698985680208,0.00038980175610182774,0.0005681841552558127,0.00045583984446933456,0.00043474267654875284,0.0004798818681245952,0.0005743598469266516,0.0004927871282466398,0.0005694134534893712,0.0003802895302726653,0.00043490831128682197,0.0004027307554946465,0.00046649591585396275,0.0003509278182388914,0.00045778103053418877,0.000601676719663504,0.0004559933909694779,0.0004905290441467527,0.0005381452444239833,0.000548842470161886,0.00047167163217993666,0.0005788823938717913,0.0004665416290766961,0.0004678419741273454,0.0004568849101633269,0.00048757553398739756,0.000530614216736368,0.0005419734265299709,0.0004661963532291516,0.0005140267573755281,0.00034541532373680506
11,0.00042809281778949886,0.0005210075169680415,0.0005645587794249797,0.0005465903525819335,0.0006153468519050871,0.0004648609751841045,0.0005431295579684673,0.00039471314977084003,0.0005214452665900472,0.0005454367632644552,0.0005700700724775654,0.0004157817357425353,0.0004941042657116784,0.0006196776452117595,0.00046176925374104283,0.00032080824522116944,0.00045667843978076803,0.0005384771429968991,0.0005417249799994923,0.0005512464920685501,0.00036728313067015985,0.0005637856798847849,0.00045457125999444966,0.00040132355942132874,0.00044857747752951644,0.0005878568043613913,0.00048693146895937726,0.0005428516123845975,0.00035748204513344413,0.00041394393089554007,0.00038882675592207065,0.00043803911508278785,0.00032209533882368384,0.0004115989020107827,0.0005942290240796635,0.0005122748503788263,0.000559470727475923,0.00051022381252531,0.0005064227026429105,0.0004372848476736818,0.0005692947825731358,0.0004716461421597072,0.00046426535630862817,0.0004315858914561496,0.000469844819094358,0.0005200584832968189,0.0005259572671797255,0.00046044759418072866,0.0004818652252104716,0.00039277738637568955
