iteration,lcb,ei,rand
1,-0.2978821527430556,0.001826356425500442,
2,-0.29784417502983856,0.0018232794349826108,
3,-0.2882603914610885,0.0019107005425960382,
4,-0.2875258742495931,0.001975357917537951,
5,-0.271449182899907,0.0020037763882659633,
6,-0.257074759636954,0.0020728447802752627,
7,-0.26073744716000774,0.0020673133451803174,
8,-0.2611728848469651,0.002059973704672553,
9,-0.2678261071669293,0.002064609094551927,
10,-0.2656282442145022,0.0020125007451550388,
11,-0.27430807476824687,0.0020440384858828346,
12,-0.2815766192703635,0.0020012401344648026,
13,-0.2913029648388127,0.001982552742059325,
14,-0.2861140004212729,0.0019689179338596885,
15,-0.29693615540682206,0.001947773680543042,
16,-0.30115133661212,0.0019276021678476907,
17,-0.3000218251903283,0.001931598346856809,
18,-0.29071057452926025,0.0019019300524216868,
19,-0.29483383396452906,0.0018670152691139148,
20,-0.29750355766529535,0.0018317723930272732,
21,-0.3015204041213176,0.0018021001044427355,
22,-0.30518374456500946,0.0018421641104245019,
23,-0.30951231988410377,0.0018505065076484684,
24,-0.31519777788552367,0.0018229405981938322,
25,-0.3181517103133079,0.0017977850537021975,
26,-0.325974850632719,0.001801436113856423,
27,-0.33307461706566155,0.0017858151549883764,
28,-0.3346423839272852,0.0017780445805444668,
29,-0.3393946231344726,0.0017853321560432351,
30,-0.34914180853600263,0.0018054574822567177,
31,-0.3517369081899685,0.0018209860172517188,
32,-0.35968405482716165,0.0018178943582107046,
33,-0.37171525863254756,0.001805014328474759,
34,-0.36599645157157,0.001765771862880712,
35,-0.374777953651493,0.001759056786519351,
36,-0.3826310701796113,0.0017465874147902464,
37,-0.3804624147355452,0.0017405868667542703,
38,-0.39497055197678477,0.0017602393537031996,
39,-0.4029477360813901,0.0017545058369294853,
40,-0.41281000239029836,0.0017493224317420904,
41,-0.4192752819055142,0.0017311649046206918,
42,-0.42737077230189585,0.0017110304179927722,
43,-0.4388963153441513,0.0017048645796688057,
44,-0.44539444319344634,0.0016770012583048753,
45,-0.44657414207811463,0.0017160334084105554,
46,-0.46039158377361183,0.001706561056434109,
47,-0.4776548965606118,0.0016838192915750046,
48,-0.48344319338739056,0.0017063823513250424,
49,-0.49540155454619644,0.0016916013442278745,
50,-0.502517083715363,0.0016447064599532531,
51,-0.5107368458637919,0.001635833298483013,
52,-0.5161650408394474,0.0016282643090732528,
53,-0.5265229390299038,0.001649035655959779,
54,-0.5396110816216809,0.0016305323569092843,
55,-0.555788783837581,0.0016240675270378234,
56,-0.5584457010527736,0.001617113762635275,
57,-0.5572031288624955,0.0016225927292875136,
58,-0.5644573121750681,0.0016154682344205293,
59,-0.5785656202278422,0.001608078351848392,
60,-0.5862273605490043,0.001615932657897206,
61,-0.5997867432206018,0.0016325760612161944,
62,-0.6011766651029762,0.0016252521208464116,
63,-0.6205361860395502,0.0016278951152460725,
64,-0.6197133207548191,0.0016115231648765288,
65,-0.6247178652282839,0.001602760966354665,
66,-0.6224223607372946,0.0016035053999050957,
67,-0.6404308118659867,0.0016099538118258042,
68,-0.6447855877584449,0.0015946672357452154,
69,-0.7276879617878731,0.0015819515786471897,
70,-0.7163838229912971,0.0015838319963438503,
71,-0.7302699652450404,0.0015728197774759155,
72,-0.7241921104605302,0.0015523220015794099,
73,-1.1947178493465784,0.001534381941170343,
74,-1.2499421032900109,0.001524713780506884,
75,-1.25986536936819,0.0015327625254378482,
76,-1.2635632724971269,0.0015367563699860043,
77,-1.2859986104170844,0.0015482500765026737,
78,-1.2642134278561152,0.0015519832896162295,
79,-1.3075961256089625,0.0015390368633097624,
80,-1.3127292580412395,0.0015261548750059365,
81,-1.3339146468356828,0.001511493199380596,
82,-1.273012778383401,0.0015053402758299398,
83,-1.293448065128441,0.00150470812490505,
84,-1.3173763774491944,0.0014996968006828113,
85,-1.3234528696200252,0.0014988863113685824,
86,-1.3317394057075096,0.0014968457397151003,
87,-1.334038350958909,0.001491437891251549,
88,-1.3264528161108382,0.0014984805870609363,
89,-1.3422056047136364,0.001497911097461961,
90,-1.3645656866398874,0.0014757073513496318,
91,-1.3870362451617617,0.0014856815175509983,
92,-1.3961473333030088,0.001481677304221264,
93,-1.402408371894642,0.001495017659312382,
94,-1.5552774848672144,0.001486559379296995,
