iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
1,0.0013993881914821042,0.0017802700458243092,0.0019420757834841017,0.0015473262078376782,0.0017577617129040683,0.0018798255995379945,0.002363540126872545,0.0012131891474562013,0.0019800330362816547,0.002400154403323762
2,0.0018081036732449406,0.002128055036655251,0.0018023902273009691,0.00124921327677954,0.0021311777238009312,0.0016865869902411962,0.002369602211398152,0.0011837111107229474,0.0019018696356727922,0.001972084464009387
3,0.001764581871658004,0.0021858989737657372,0.001775347964783455,0.0015284051761073384,0.0024156484803377096,0.0018334400019029099,0.002425847378996803,0.0012629020905959923,0.0018018658950211958,0.002113067592791235
4,0.0018524442296530298,0.002470101262641294,0.001624411501662054,0.0014282663465363795,0.002679458647280936,0.001933888761946687,0.0024494401747935076,0.0015057119313663494,0.001657654633534181,0.0021522016859650936
5,0.0017373377253916938,0.0022865464832310133,0.0019028133248114637,0.0017983744129380663,0.0025845016078233467,0.001768523599788461,0.0024364750859617004,0.001417394606843362,0.0020232038367998416,0.002082593199070686
6,0.0018646807419512108,0.0022958430296006493,0.002014875767673924,0.001993028428664382,0.0024749403215793384,0.0018201778101980559,0.0024383939508781463,0.0016385314481340272,0.002028099566089654,0.002159876737983243
7,0.0018316337342409465,0.002256582786059951,0.002028258740078548,0.0020458484894652607,0.002447580283601958,0.0016589308621002832,0.00235608994918846,0.0019069856352307902,0.0019626759070868107,0.002178547064750166
8,0.0017458252009641046,0.0022258453035387538,0.0019144112977881658,0.002140942225660518,0.002510767186340355,0.001718612397917218,0.002234234709596666,0.00195791812428148,0.0019469072100159717,0.0022042733906222993
9,0.0016328981276294919,0.002239791117306752,0.0021010057425949525,0.0021252414805890073,0.0025731449458080433,0.001932570142665474,0.0021865050402365034,0.001854466249797224,0.0018847131114837796,0.002115754987408041
10,0.0015136176450176056,0.0021856684900031635,0.0020985572054467504,0.0021239772520615157,0.002463113605408715,0.0018833035605542565,0.0022612886248355173,0.001626206878673103,0.0018421584092203468,0.00212711578032941
11,0.0017032598767116273,0.002069687705475214,0.0022413102810327945,0.0021705927206799036,0.0024413666757186476,0.0018485241962020067,0.002156693588712926,0.001571398024866338,0.002071523556613743,0.0021660282328151443
12,0.0016051879044072857,0.001984420878223993,0.0021538640953591122,0.0021830597147452935,0.0023745503412403606,0.0018097003754120346,0.002131136501027767,0.001551454803927168,0.0020033412698957287,0.002215685460409282
13,0.0015093093616817981,0.0019003602303844281,0.0022063801483637535,0.0022084834160081826,0.0023320718219454056,0.0018542308422978024,0.00210881060078142,0.0014937928066592748,0.0020133697202366694,0.002198718472234515
14,0.0014572327398674188,0.0018694839180856844,0.002155163134166743,0.002218687298658958,0.0023374931133468948,0.001884251669450993,0.0020918034365403474,0.0014380028023008521,0.00205456831692463,0.0021824929092543665
15,0.001440297064144914,0.0018978242393804894,0.002123761148421737,0.0022214901578188006,0.002307757367285568,0.001845255126091298,0.002067984599478236,0.001375603830967213,0.0020446185051822413,0.0021531447666599188
16,0.0014228448176807958,0.0019066207793175852,0.0020328409564835154,0.0022142343421618356,0.002279298743157339,0.0018845304121811257,0.002042396959388759,0.0013480259717417984,0.0020656803877554288,0.0020795483086087233
17,0.001618398472050266,0.0018689392688704294,0.0019908786769098352,0.0022224538036790765,0.0022810726603741433,0.001898569696937534,0.002047388717074798,0.0012712002199072002,0.0020554592590911656,0.002061622693673641
18,0.0015152186173469277,0.0018136102665379165,0.001875645404689077,0.002223715308367311,0.0021972333374620976,0.0018648625875262834,0.0020341968194750445,0.0012681582397756975,0.002191358494323436,0.0020353014487130717
19,0.001458859851862154,0.0018426677980858733,0.0017902511882705373,0.002251628800506386,0.0021022502394827678,0.0018101178039158152,0.001994232589082716,0.0012287329610500026,0.002143234362264413,0.002048177096618481
20,0.001392430776662291,0.0018156958652946122,0.0017279608273200035,0.002227999444618914,0.002060960181396078,0.0017570992088640697,0.0019898844021014332,0.001200043928705462,0.0020965710062306455,0.0020490782890792212
21,0.0013795276594187526,0.001730549037840146,0.00167171317794506,0.0022361668440917374,0.0021039596111785625,0.001750967023319028,0.0019552345956859,0.0011202864005371723,0.002117369721291786,0.00195522697311921
22,0.0014023186649916647,0.001764009878294477,0.002143594329182651,0.0022077274197939488,0.002049527251177385,0.0017601942280782727,0.0019487766143141258,0.0012309998813463821,0.002120326613120324,0.001794166223945786
23,0.0013828699039219504,0.0017989981470180193,0.002356210314346328,0.0022206566242796415,0.0020175090839202564,0.0017154196320630164,0.0018958135799127755,0.0012484698344930995,0.002090036026165014,0.0017790819303645832
24,0.0013654539475544982,0.0017756610762320515,0.0023254382884766553,0.002163292352063325,0.0019100904442709483,0.0016706255476130894,0.0019045053205856363,0.001267707985431465,0.00212551338594884,0.0017211176337618116
25,0.00129655759113343,0.0017702038892034515,0.002249101689355235,0.002144671168036875,0.0019582542697608994,0.0016694495902469019,0.0018883379901761103,0.001227896397268415,0.002071045401025238,0.0017023325508154176
26,0.0012507818166358692,0.0017247987000187405,0.002246076451148387,0.0021707444686898648,0.0019268939287823104,0.001651267187648709,0.001893487419426128,0.001441541386812854,0.0020332282809813664,0.0016755414984199982
27,0.0013402773577207534,0.0017064106837477435,0.002205881903478263,0.002134257551447511,0.0018688612798640038,0.0015914481646673217,0.001924892446698397,0.0014411496141894607,0.001979589426466642,0.0016653831216036686
28,0.0013320039247737277,0.0016871896474384422,0.002184474669886076,0.0021854094526751328,0.0018455339722977823,0.0015608033136676534,0.0018406370783040336,0.0015591216240198097,0.0019341581251497624,0.001651113997232247
29,0.0013920137217927012,0.0016699118023455457,0.0021923226480640413,0.002211656647874836,0.0018493833016957595,0.0015337848613100147,0.0018296558174648136,0.0015706894558052515,0.0019349169756431334,0.0016689863284362562
30,0.0013655972470548298,0.0016011004945077668,0.0021511052326462247,0.002245998882171844,0.0021063831601326943,0.00158900251753267,0.0018085642791950125,0.0015383720117108995,0.0019700327206846986,0.0016784182769305376
31,0.0013637112302226908,0.0017399235461103932,0.0021861795702482673,0.0022647753870098657,0.00214789789959761,0.0015598196822928353,0.00184520042288742,0.0014918694127680954,0.0019455354917941945,0.001664947529585816
32,0.0013427705218215103,0.001743611903481758,0.0021657567736199385,0.0022344618969590405,0.0021988841401588593,0.0015926045175340276,0.001853026125676667,0.0014880609101242564,0.0019250674136968432,0.0016346993790341455
33,0.0013118476329045693,0.0016953858819353028,0.002149605500120253,0.002203752155150214,0.0021735712414960692,0.0016532615684974764,0.001847904369540489,0.0014559624495795163,0.0019414864233120613,0.0016173660622116398
34,0.001373514245077243,0.0017088765663750395,0.0019453774187563272,0.002143957974733932,0.00212983762596787,0.0015731757171941537,0.0018321415414584857,0.0014549218635478555,0.001914211827949477,0.0015817038477467342
35,0.0013423535472694976,0.0017039715958972084,0.0020232263991211397,0.002128437411255536,0.0020821127426587176,0.001570348521824837,0.0017888034983230981,0.0014531552511576325,0.001937947722339977,0.0015602111753458656
36,0.001303476755225907,0.0016340436059955683,0.002015606995733955,0.002117736072031756,0.0020865111102455615,0.0015915677340215915,0.0018056345453128638,0.0014380375020066436,0.0019337692118061296,0.0015394906155224842
37,0.0013777484929772198,0.001645847857932934,0.0020144447984417543,0.002065513304266939,0.002112479797214676,0.001528793401748742,0.0017971616532037609,0.0013821768049453408,0.001918973647635243,0.0015627289091760944
38,0.001497312934229295,0.0016514486845704865,0.0019872815409529305,0.0020795519153165116,0.002253822426160031,0.0015166634640822172,0.0017737473171449572,0.0014063084990513174,0.0019077229782519872,0.0015285337772722638
39,0.0015384448857880826,0.0016804692899689128,0.0020174528804116766,0.002039271096415934,0.0021999997037056252,0.0015244158925365565,0.0017618294828413228,0.001380291922637633,0.0018951633347747115,0.0015077198802143992
40,0.0015211720014242554,0.0017249930261709343,0.0020005791375259873,0.0020574493520124984,0.0021470755527210825,0.0015740905070669412,0.0017442113652174109,0.001361626136961754,0.0018847576231418024,0.0014772696151782376
41,0.0014962806510296538,0.001684241464985756,0.0019776947276700873,0.0020755793329536834,0.002137406033398001,0.0015890686571703556,0.0017266976341380048,0.0013312924981993995,0.0018627181075797001,0.0014306699390822745
42,0.0014435800908154496,0.0016625654089492683,0.0019604623866171984,0.0020725566756948,0.002116741813929894,0.0015597394176740675,0.0017070812698987236,0.0013122022630759312,0.0018702488978438335,0.0014051259554285565
43,0.0014805626632864279,0.0016041950456206712,0.0020410200880893025,0.0020236595020865977,0.0021418626325805205,0.0015426666852239187,0.001735659962764459,0.0012586505543372107,0.001836504085820699,0.0013838645768782503
44,0.001491985891200549,0.0015244665769941672,0.001955700428289432,0.0019740775158870482,0.0021332054689282127,0.0015523826785241537,0.0017105547431958425,0.0012513395042559562,0.0018416222554803981,0.0013346775202929936
45,0.0015134334604207634,0.001556315883354483,0.002041484106270581,0.001943680440751606,0.0021213040040166118,0.0015506176192209163,0.0017560708456136479,0.0014128940266657354,0.0018464093819618329,0.0014181243158293791
46,0.0015080278074407446,0.001501685675192592,0.0019955210234240827,0.0019465590214864444,0.002092541562358599,0.001520980508500858,0.0017766700289722666,0.0014027148975169544,0.0018427384260115774,0.0014781716134369734
47,0.0014888298701257689,0.0014862406847742685,0.001964476025594546,0.0019202360127925958,0.0020869401084188948,0.0015002346736148152,0.0017315646052324441,0.0013426607178013868,0.001837515429245156,0.001479494788150173
48,0.0014769501342952582,0.0014629127936177796,0.0019541408729834937,0.0019080810984411038,0.0020820451064352554,0.00152529838593671,0.0017630710234366742,0.001493174755985543,0.001849613945981206,0.0015485353961374002
49,0.0014411140681770615,0.0014427018335754413,0.0019920318061388007,0.0019240912922755817,0.0020806288625449046,0.0015180170352112922,0.0017370111229602005,0.0014833258364818974,0.001848490527252984,0.00144860105766058
50,0.0014439975164382596,0.0014602998422405607,0.0019875367885697644,0.0018978604029770596,0.002054229294295896,0.0014831012297714444,0.0017284762103631942,0.001450831442275295,0.001840125531872104,0.001100606340728955
