iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
1,-0.371758788,-0.292868834,-0.272014331,-0.335847583,-0.297401421,-0.277427117,-0.220675045,-0.427655441,-0.264757894,-0.218415073
2,-0.280943011,-0.245367907,-0.287918705,-0.411625973,-0.256042194,-0.307479563,-0.218146779,-0.433474314,-0.273425742,-0.264017562
3,-0.297704335,-0.250209051,-0.294078399,-0.338975586,-0.262036759,-0.28276402,-0.215342819,-0.407040058,-0.288540197,-0.24591269
4,-0.280011864,-0.266812779,-0.319785089,-0.362362365,-0.260975414,-0.270375057,-0.215802969,-0.344726118,-0.313153269,-0.241253819
5,-0.296393521,-0.261115311,-0.26908868,-0.288764328,-0.253638589,-0.255251928,-0.216340549,-0.36844055,-0.256190002,-0.249268371
6,-0.280558504,-0.272077866,-0.241981017,-0.26058017,-0.233947493,-0.259958473,-0.216600809,-0.307999372,-0.256593711,-0.240450183
7,-0.285946496,-0.287599805,-0.242614708,-0.253818705,-0.243331483,-0.276367049,-0.217006525,-0.297542296,-0.264486354,-0.238661051
8,-0.30095109,-0.307445196,-0.256141086,-0.242442235,-0.244131576,-0.267016692,-0.217875839,-0.272791051,-0.266114794,-0.236819291
9,-0.328246047,-0.316728799,-0.26807138,-0.24423171,-0.248558689,-0.272772768,-0.219201629,-0.25910169,-0.276618833,-0.244729527
10,-0.327221665,-0.333157346,-0.236301754,-0.244392722,-0.255840421,-0.272045406,-0.224954764,-0.261883951,-0.2600972,-0.240387215
11,-0.376412682,-0.360197496,-0.230896512,-0.239084324,-0.258779226,-0.265914222,-0.228220792,-0.273297262,-0.267403816,-0.242874416
12,-0.400474618,-0.373005425,-0.235416241,-0.237719544,-0.269870199,-0.273720396,-0.234903328,-0.304432799,-0.240080414,-0.246143228
13,-0.422031542,-0.400698707,-0.236478368,-0.234952308,-0.276308041,-0.273246515,-0.236869432,-0.329593089,-0.259298265,-0.243553383
14,-0.349916996,-0.363445241,-0.242781357,-0.233862717,-0.277161904,-0.284860484,-0.23862096,-0.376028929,-0.248185069,-0.246276348
15,-0.355125227,-0.37948399,-0.247287408,-0.233557878,-0.288911058,-0.290649683,-0.240494814,-0.394904579,-0.289576503,-0.249370415
16,-0.389637816,-0.379349984,-0.243331723,-0.23433565,-0.297213657,-0.284348814,-0.250072716,-0.369082997,-0.307377139,-0.25676287
17,-0.364939117,-0.371200871,-0.235401308,-0.23346121,-0.305405832,-0.289947331,-0.260583543,-0.371806261,-0.316079324,-0.251393456
18,-0.332053649,-0.362750617,-0.232462426,-0.233326462,-0.310640858,-0.28389242,-0.263992439,-0.313191784,-0.326645017,-0.248150073
