,dwave1,dstrength1
1,17.179962371999995,0.001194
2,39.696229723999984,0.002811999999999999
3,58.300326126000016,0.00466
4,73.71024155399999,0.00638
5,89.05972937999996,0.008196000000000004
6,100.38247132999993,0.009741999999999999
7,114.47574915199998,0.011097999999999998
8,134.59588500999996,0.012407999999999997
9,148.91182051399994,0.014420000000000006
10,164.2405220759999,0.016076
11,180.17692627199992,0.017808000000000004
12,194.08558422599992,0.019134000000000005
13,210.78552311599987,0.020822000000000004
14,227.3226923019999,0.02255
15,241.2162994979999,0.024326000000000004
16,256.89542525199994,0.026448
17,270.61259036599984,0.028544000000000003
18,292.3756991779999,0.030683999999999986
19,303.72477253799985,0.032015999999999996
20,321.4090451559998,0.033822
21,334.5873923359998,0.035406
22,351.1461745939998,0.037520000000000005
23,368.60275409599984,0.03923199999999999
24,385.59328212599974,0.04086399999999999
25,399.7665955079999,0.042322
26,416.1109180419998,0.043963999999999996
27,429.8874608919998,0.045964
28,442.8102983379997,0.047866000000000006
29,459.8230169619999,0.04948600000000001
30,476.1512846559997,0.051162
31,492.43800494000004,0.052464000000000025
32,507.1388812899997,0.054079999999999996
33,521.7785333699999,0.05638800000000001
34,537.5905122099996,0.058036000000000004
35,551.9830042259997,0.05948000000000001
36,564.7435793499997,0.06097199999999999
37,580.2467187699997,0.06271199999999998
38,596.5317191919997,0.06423800000000002
39,612.5637480499996,0.065992
40,629.2885973619997,0.06779799999999998
41,648.0371508639997,0.069552
42,667.3478141859997,0.07122200000000002
43,680.4113404899996,0.07249400000000002
44,693.8013327419997,0.07404
45,708.5342879939996,0.075326
46,723.2212611439995,0.07695200000000002
47,740.4668991819999,0.078402
48,755.3674883279999,0.08012199999999998
49,772.1348351539996,0.08208799999999998
50,788.6207586479998,0.08393199999999998
51,806.9144001239997,0.08618800000000004
52,825.1325740459995,0.08826800000000003
53,842.6341944819994,0.08986600000000003
54,858.0829776519995,0.09170800000000001
55,876.3483518419997,0.093392
56,897.5991627639995,0.09554599999999999
57,919.0610959459995,0.097076
58,937.8380947879996,0.09866599999999998
59,954.4626268399995,0.10016800000000003
60,969.7173325039996,0.101858
61,988.3895050279996,0.10372800000000001
62,1006.7296109479995,0.10519600000000001
63,1024.6299371239998,0.10736600000000003
64,1041.01973472,0.10953800000000005
65,1056.0003364499996,0.11132799999999998
66,1075.1828724459995,0.11357200000000002
67,1098.1888474359996,0.11563400000000001
68,1118.7797624039997,0.11754000000000002
69,1137.7557594099997,0.12003600000000002
70,1157.1471982839994,0.12174599999999998
71,1178.7968024179995,0.12444600000000001
72,1197.4634714499996,0.12663200000000002
73,1220.8234315179996,0.12860600000000003
74,1246.9102412959999,0.13110600000000006
75,1264.1608831359993,0.13341400000000003
76,1286.1667405319995,0.13617800000000002
77,1310.7307059239993,0.13907400000000003
78,1335.0325267979997,0.14213199999999998
79,1356.8683324899996,0.14456799999999997
80,1376.0687107599995,0.14681
81,1396.0039696479996,0.14975600000000003
82,1418.6312736419995,0.15159199999999998
83,1444.7763493819998,0.153942
84,1467.8677284639998,0.15697000000000005
85,1489.0303661139994,0.15915600000000002
86,1512.3754387199995,0.16119
87,1530.363202757999,0.16413
88,1550.938769901999,0.16588799999999998
89,1568.7303133859991,0.168716
90,1591.2285166519991,0.17326
91,1611.8942334439992,0.17609400000000006
92,1631.2046697559992,0.17885400000000004
93,1651.9231028519987,0.181632
94,1671.4951090359991,0.18456000000000006
95,1692.0637433639995,0.186824
96,1712.8137223339995,0.18945600000000007
97,1737.6541577519995,0.19228800000000007
98,1757.1815275319996,0.19500600000000007
99,1776.1448204739995,0.19752000000000006
100,1805.611852949999,0.200742
101,1828.4214312179988,0.2032020000000001
102,1853.7307259399997,0.20575200000000002
103,1878.025178791999,0.20790200000000006
104,1898.733255276,0.21109000000000006
105,1921.4758252959996,0.21463200000000016
106,1943.4176309039985,0.21707600000000007
107,1968.7570574239994,0.21968999999999997
108,1996.6610754859992,0.223318
109,2016.1988469079993,0.22717399999999993
110,2036.4525992759993,0.23035800000000017
111,2059.3968468259995,0.23464200000000004
112,2087.26091151,0.23861800000000005
113,2113.189519393999,0.24161800000000014
114,2136.7602833619994,0.2449040000000001
115,2161.9786058899995,0.24848000000000003
116,2181.9971554079993,0.25164400000000003
117,2202.580976295999,0.255412
118,2226.8667690459997,0.258626
119,2250.1687776699996,0.26180400000000015
120,2277.399091731999,0.2663020000000001
121,2298.5741880339983,0.26951
122,2325.333933313999,0.27248200000000006
123,2345.387021446,0.2758420000000002
124,2373.028437237999,0.2791920000000001
125,2403.3268158839987,0.282774
126,2431.5532673539988,0.286402
127,2456.7938007599987,0.28925000000000006
128,2486.7308396059984,0.29246600000000006
129,2515.5847438939995,0.29590000000000016
130,2540.5507026499986,0.29991400000000007
131,2562.2499810099994,0.30275399999999997
132,2586.006844527999,0.30699600000000005
133,2620.398585903998,0.31001799999999996
134,2641.716149999999,0.314012
135,2671.9291639479984,0.3172080000000001
136,2697.389153641999,0.320994
137,2727.3158235519995,0.32436600000000015
138,2756.293049831999,0.32805600000000007
139,2785.4736982679983,0.33076
140,2815.7829842339984,0.33374400000000004
141,2846.140917025999,0.33676200000000006
142,2876.078039715998,0.34109600000000007
143,2909.8557394659983,0.3446100000000001
144,2937.0616518879992,0.34806400000000004
145,2971.169540979999,0.35129800000000017
146,2994.2337832619996,0.35522200000000004
147,3023.220890259998,0.35892199999999996
148,3050.1794298159994,0.36164400000000013
149,3080.9282137659984,0.3647740000000001
150,3118.329656895998,0.36798400000000014
151,3149.668270585999,0.37085200000000007
