iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
1,-7.090693597979051,-6.07915898924032,-5.756738257538334,-6.664412858279408,-6.145602653856337,-5.843235387609906,-4.817146970636109,-7.669588688634903,-5.637602457192029,-4.769985202091301
2,-5.898260523046233,-5.2922696488831935,-6.005293647468885,-7.512465557737388,-5.475680466180889,-6.289193549373611,-4.764240361088566,-7.725133984291451,-5.779681952125739,-5.625290109326451
3,-6.149870508840677,-5.3496908622906965,-6.096546899960782,-6.703943447713654,-5.561788391745231,-5.926495444222578,-4.704059602605286,-7.46628439841313,-6.0147414707024796,-5.308526417437461
4,-5.882556724110849,-5.5956072742779535,-6.454102494171202,-6.983946707797477,-5.5323732174004725,-5.7289112813270116,-4.714287115016191,-6.774803932528407,-6.367504086139416,-5.222448077991352
5,-6.129923128020138,-5.4729775515678964,-5.706552700086078,-6.018115272053169,-5.3928647400195295,-5.469827868034947,-4.725035635437238,-7.053324319115613,-5.491660212760657,-5.369322291158951
6,-5.888831925403704,-5.595340758453156,-5.232417597640269,-5.567208182271146,-5.058731989887885,-5.549365787437143,-4.727223358410196,-6.296311034911037,-5.4986722913722526,-5.2073986563466175
7,-5.962336757939564,-5.750425274921625,-5.240434735385612,-5.450204597536654,-5.210465457180934,-5.795292385342635,-4.732382590897936,-6.147557679132106,-5.633136805580548,-5.173677422334577
8,-6.154281221708527,-5.977304619039819,-5.47863875529415,-5.2445936051565685,-5.21297453129582,-5.628386300091357,-4.746041855426979,-5.768744763698257,-5.660265999575953,-5.138648185505731
9,-6.496741082442682,-6.049087559555864,-5.674971339282872,-5.277695468105512,-5.275945112300395,-5.695685918983784,-4.765399908970067,-5.536882423060536,-5.8306187756103425,-5.2868449595697244
10,-6.4568310022827236,-6.180502297697012,-5.102672708029512,-5.280659607073702,-5.382733951905713,-5.672061369882106,-4.87600838291906,-5.56796777120021,-5.558961875565191,-5.20469097007877
11,-6.935698078770182,-6.450424321799393,-5.0009717581968225,-5.181682373885813,-5.420590996518226,-5.550844376736304,-4.92155845306011,-5.735875236261768,-5.6816136005311995,-5.251552406362865
12,-7.155209868114593,-6.6638298082077405,-5.079284165651733,-5.1558108537267175,-5.608207239818067,-5.64543084959029,-5.033425300854526,-6.140739569024011,-5.200209940894051,-5.310157935694027
13,-7.444765721463429,-6.881988595838737,-5.094458682677887,-5.102807202748139,-5.695437213131086,-5.642150439724035,-5.056610208264282,-6.4032687209413295,-5.52658768016183,-5.262641832656513
14,-6.6928295033952,-6.5156844984402715,-5.1965634343377065,-5.0817336999145,-5.6971470228619205,-5.79782587154682,-5.080515698600558,-6.86899021315531,-5.27594991126087,-5.312826077958983
15,-6.740791420234645,-6.671549601285207,-5.265179627098407,-5.075817076403958,-5.853538209882587,-5.895537237422974,-5.099549114760557,-7.034062125268648,-5.677943514609478,-5.36600281607496
16,-7.076090613871381,-6.654222638111576,-5.203249133749704,-5.09089481472539,-5.949922217925236,-5.799394906535613,-5.216485713830956,-6.7651993148464005,-5.854779555955858,-5.494850649691856
17,-6.781060338208954,-6.574848485530235,-5.065278106999941,-5.073938938827961,-6.045799672004081,-5.850786184571169,-5.356075628053148,-6.775518511010867,-5.98273542954534,-5.399364563772395
18,-6.396588010967281,-6.4975424227396195,-5.019053569843423,-5.071319421763228,-6.097692778486815,-5.756860695424548,-5.403064059444563,-6.138315582681901,-6.0965560803968195,-5.34118181567735
19,-6.235941521532571,-6.654157370946523,-5.033674198438548,-5.01399921366622,-6.219530583241481,-5.7540920677657015,-5.713019923553168,-6.025330846396805,-6.157421057573925,-5.381719040588819
20,-6.276446596062387,-6.5386180377342695,-5.109591667926842,-5.062556893363301,-6.360014390009288,-5.7413287644442725,-5.881281606015475,-6.104228886822008,-6.109484426844992,-5.31361134291046
21,-6.368972234871862,-6.567383012463261,-5.003260678754593,-5.0456563625103295,-6.485732143037019,-5.694174021565607,-6.054360909415318,-6.080726907190217,-6.230377064663213,-5.32351630008213
22,-6.397742553136728,-6.687320754738584,-4.992102497579021,-5.104484680410439,-6.476136551877702,-5.6248415157864615,-6.225027644666444,-5.934094439112165,-6.356445283384075,-5.361722831198478
23,-6.491049872948984,-6.391061377834998,-5.0082691773847,-5.256963034842144,-6.543236918383333,-5.713214746418731,-6.589493308116319,-5.923399300493154,-6.487105000287623,-5.392402722066001
24,-6.632826371162086,-6.043686360131916,-5.223904212781774,-5.6264893666916,-6.553550649533135,-5.713309585930454,-6.799560186079596,-6.070229470085694,-6.548554944500366,-5.334797054750754
25,-6.512255733023008,-6.042836301188483,-5.2934747936301445,-5.547871039857834,-6.639846633299394,-5.64490183994115,-6.946283860219019,-6.184702311020344,-6.658999671385275,-5.219893264865486
26,-6.571636168426133,-6.071818584227637,-5.436492702145944,-5.6223401085736695,-6.756166961054912,-5.657490227581443,-7.116915112730235,-6.2152241464564995,-6.771659425159295,-5.257450545759909
27,-6.714164264737945,-6.251868023946942,-5.412972358460185,-5.572113035240145,-6.8465988558399005,-5.572213777407489,-7.256061150012748,-6.287375293771068,-6.88210603964069,-5.257646184606348
28,-6.732509338824462,-6.292635848929081,-5.396499682975322,-5.565865961104916,-6.994837985356824,-5.549323025968682,-7.306452904770033,-6.1332604119924685,-6.9079553196733565,-5.305601348061079
29,-6.913797705669,-6.368718922180336,-5.3411772258175585,-5.572352872609359,-7.091302296213077,-5.549919778653098,-7.5164422754422375,-6.22027783209292,-6.763815312612173,-5.315512308429981
30,-6.8938772164989865,-6.503908509849946,-5.420943865237621,-5.551471450289903,-7.42468162351539,-5.635181879638221,-7.656629889226439,-6.311934111326798,-6.869151337669241,-5.35531131498275
31,-7.2787372091420055,-6.507239819317441,-5.440994112279032,-5.550146690816971,-7.407113662648221,-5.570792359814775,-7.642000088790344,-5.948606995008773,-7.011966648140922,-5.5180537417808475
32,-7.408165550325404,-6.559223629544714,-5.474589499968096,-5.676251087746298,-7.52422207470797,-5.6241873840614725,-7.762212358888722,-6.305140879685866,-6.792360498085568,-5.610732331374344
33,-7.6011066478387175,-6.60997384251479,-5.4668382615918265,-5.6984019212209,-7.719996744590184,-5.6244366058617326,-7.881191037643271,-6.410714368111067,-6.945434697686482,-5.783386740280189
34,-7.618657172887731,-6.65764252731268,-5.455437445650666,-5.71967140274488,-6.911627677829633,-5.638577841761059,-7.997876749457827,-6.469427691430489,-6.995215996413162,-5.94065832389126
35,-7.717267252137152,-6.727070726684708,-5.464993569334527,-5.739784513252794,-6.98775257919691,-5.581602920911149,-8.186430573217681,-6.593215269113561,-7.080818601986861,-6.026180728101247
36,-7.890391679783128,-6.795250551056886,-5.543835594673283,-5.7726582006897145,-7.043708522431605,-5.63340077762046,-8.353651440639597,-6.6989540472083355,-6.9872268952634995,-6.132791456736218
37,-8.005407374263127,-6.828639283536591,-5.593398499200072,-5.763796282327598,-5.958546848966856,-5.688799960312463,-8.479846674930883,-6.698811569530147,-7.1243084498525935,-6.256337537593106
38,-8.131724543389245,-6.78738676966182,-5.489035561219259,-5.807159721834934,-6.043141095199238,-5.693468596779603,-9.018125238873056,-6.937086335780707,-7.224534662589538,-6.343061765160521
39,-8.157560065888974,-6.842310564273158,-5.530828037925899,-5.858039327763997,-6.386923823932652,-5.722294236758311,-9.066019438015108,-6.931186311893683,-7.327056103115797,-6.487123722248272
40,-8.363217152881159,-6.951573635176755,-5.608567768209845,-5.885497159515322,-6.491564969080906,-5.756063054999443,-9.178154413597273,-6.890340710392354,-7.388701046476653,-6.605742621864417
41,-8.447053425614659,-7.024551484278083,-5.657553170358273,-5.828803173393751,-6.581106980613207,-5.7471709981954575,-9.287013569208725,-6.9429483908035925,-7.37755465848668,-6.673584625411575
42,-8.613366161379266,-6.956441858962495,-5.763587828172119,-5.873101521817769,-6.701672827936543,-5.757397912687765,-9.373649798844431,-6.987476891039653,-7.421936492360884,-6.74015579186454
43,-8.738369865328764,-6.986005749639655,-5.816380549113816,-5.901970322661401,-7.00073739696762,-5.781036350676424,-9.467229939064014,-7.091871577645976,-7.543966269831053,-6.84999474084646
44,-8.867604164447313,-6.8641840184706435,-5.857880215287044,-5.918114268380072,-6.95002883549713,-5.654831737118621,-9.473998322943032,-7.333298032863665,-7.809357758877173,-7.0139742354640795
45,-8.684752721008365,-6.978552092128016,-5.928727539530244,-5.941279529347783,-7.060807346432609,-5.675461790793572,-9.40282905406946,-7.4554233859430745,-7.812419198824834,-7.216549083829408
46,-8.766609047493697,-7.014491095737802,-6.104823707317957,-5.939265238100905,-7.162038240374289,-5.671399467425114,-9.805083427221863,-7.539752172964562,-7.9218655075828,-7.177197418278228
47,-8.924395383603253,-7.1565225133415025,-6.367447079433636,-5.970255701587644,-7.250188548254768,-5.699160204686915,-10.034508681457396,-7.573624350375285,-7.930267775556575,-7.565631077771669
48,-9.047128794894268,-7.268551949738029,-6.75775189308356,-6.003141659211751,-7.375191971178682,-5.706983702946191,-9.886608824635301,-7.644858201550855,-8.054742875172982,-7.31724057839371
49,-9.153960542906852,-7.313520713447918,-6.893590151961234,-6.024932606508247,-7.366618069189055,-5.734642885806537,-10.033927782995788,-7.668619719536896,-8.217202246021257,-7.471048450919071
50,-9.195303956361602,-7.377622279931162,-6.562475158154565,-6.076142783473782,-7.385162279559478,-5.72954569435152,-10.324041818588572,-7.5385637908379906,-8.2899919540585,-7.765841411931363
51,-9.276850598178079,-7.413387136028897,-6.334140242165369,-6.0922740622622715,-7.490466859925858,-5.753642754114985,-10.457946671054543,-7.650373836987733,-8.336539921367212,-7.887029230056668
52,-9.355739854893164,-7.365125762215703,-6.336461004942164,-6.123245459517575,-7.571775273168137,-5.817640744456278,-10.581193247452104,-7.715776680618221,-8.3787777811926,-7.7861572675467485
53,-9.437044710572298,-7.409572738902799,-6.345422584192187,-6.191229105999913,-7.661153953229037,-5.881798835687592,-10.671325900636191,-7.7802706072836,-8.45629954602931,-7.9477938152456025
54,-9.525520422211804,-7.511375057058264,-6.376767623184557,-6.0902104572230575,-7.767543781990034,-5.924873317009162,-10.832166460284286,-7.9148782550913905,-8.637727997137016,-7.957360594948537
55,-9.650836477375378,-7.548825998453892,-6.412015134087615,-6.078643896952768,-8.183029184347353,-5.971142262334319,-10.920526432782209,-8.010205655991761,-8.785882038035295,-8.075635777095238
56,-9.065597867728222,-7.606987661705924,-6.43600915656087,-6.100904760263081,-8.309740869119585,-5.97978911678255,-11.122827699528173,-8.09734586345086,-8.906409982388665,-8.189588547681364
57,-8.74711466962406,-7.630632783747266,-6.492062057260943,-6.133177787437188,-8.404160314863208,-6.051713520371798,-10.900784400047279,-8.306894111140878,-8.977272732663291,-8.370601462075513
58,-8.543787983187956,-7.731470726433243,-6.546437139441196,-6.162876018793414,-8.424154404234143,-6.08509809423437,-11.024017351776894,-8.421355757857532,-9.035538159990656,-8.444744511025148
59,-8.723430892520469,-7.795777180144967,-6.59534956357818,-6.168016290246933,-8.45685630502962,-6.06323441849239,-11.168180976055549,-8.881475572940301,-8.96144840123356,-8.517674398489506
60,-8.988053067341633,-7.8943641884832685,-6.693213359573289,-6.104070446617112,-8.51420488063884,-6.092700508582765,-11.268680851461781,-9.08999626349071,-8.633049025481768,-8.588067602618432
61,-9.241561358637263,-7.978981565712405,-6.716358849873435,-6.145323189143864,-8.467544516008351,-6.115362982424236,-11.384200866781171,-9.216571197340794,-8.727983114096054,-8.677550691305315
62,-8.855703612381363,-7.989055067280498,-6.790399929287409,-6.177937739647488,-8.501606022142418,-6.156680099016708,-11.45334628088903,-9.37374657592592,-8.760514226515546,-8.75746753015088
63,-8.925198502020752,-7.846678764508744,-6.840704077094492,-6.16650585525954,-8.894374702545784,-6.172175202819665,-11.871014919933556,-9.444253417642441,-8.821850533441154,-8.926013147721426
64,-8.936274333435932,-7.996932666765776,-6.929895607042858,-6.133660954087877,-8.80220611707466,-6.231160630528284,-11.980424450532269,-9.411043062207344,-8.684006903235156,-8.794400156228505
