iteration,trial_1,trial_2
1,0.0013993881914821042,0.0017802700458243092
2,0.0018081036732449406,0.002128055036655251
3,0.001764581871658004,0.0021858989737657372
4,0.0018524442296530298,0.002470101262641294
5,0.0017373377253916938,0.0022865464832310133
6,0.0018646807419512108,0.0022958430296006493
7,0.0018316337342409465,0.002256582786059951
8,0.0017458252009641046,0.0022258453035387538
9,0.0016328981276294919,0.002239791117306752
10,0.0015136176450176056,0.0021856684900031635
11,0.0017032598767116273,0.002069687705475214
12,0.0016051879044072857,0.001984420878223993
13,0.0015093093616817981,0.0019003602303844281
14,0.0014572327398674188,0.0018694839180856844
15,0.001440297064144914,0.0018978242393804894
16,0.0014228448176807958,0.0019066207793175852
17,0.001618398472050266,0.0018689392688704294
18,0.0015152186173469277,0.0018136102665379165
19,0.001458859851862154,0.0018426677980858733
20,0.001392430776662291,0.0018156958652946122
21,0.0013795276594187526,0.001730549037840146
22,0.0014023186649916647,0.001764009878294477
23,0.0013828699039219504,0.0017989981470180193
24,0.0013654539475544982,0.0017756610762320515
25,0.00129655759113343,0.0017702038892034515
26,0.0012507818166358692,0.0017247987000187405
27,0.0013402773577207534,0.0017064106837477435
28,0.0013320039247737277,0.0016871896474384422
29,0.0013920137217927012,0.0016699118023455457
30,0.0013655972470548298,0.0016011004945077668
31,0.0013637112302226908,0.0017399235461103932
32,0.0013427705218215103,0.001743611903481758
33,0.0013118476329045693,0.0016953858819353028
34,0.001373514245077243,0.0017088765663750395
35,0.0013423535472694976,0.0017039715958972084
36,0.001303476755225907,0.0016340436059955683
37,0.0013777484929772198,0.001645847857932934
38,0.001497312934229295,0.0016514486845704865
39,0.0015384448857880826,0.0016804692899689128
40,0.0015211720014242554,0.0017249930261709343
41,0.0014962806510296538,0.001684241464985756
42,0.0014435800908154496,0.0016625654089492683
43,0.0014805626632864279,0.0016041950456206712
44,0.001491985891200549,0.0015244665769941672
45,0.0015134334604207634,0.001556315883354483
46,0.0015080278074407446,0.001501685675192592
47,0.0014888298701257689,0.0014862406847742685
48,0.0014769501342952582,0.0014629127936177796
49,0.0014411140681770615,0.0014427018335754413
50,0.0014439975164382596,0.0014602998422405607
51,0.0014634988006771038,0.0014259910176535758
52,0.0014433086381548843,0.0014173838123098682
53,0.0014556016665666714,0.0013781300981048738
54,0.001435303147076438,0.0013648888433595203
55,0.0014506411541667689,0.0013374724710417132
56,0.0014337679650958419,0.001332031288328514
57,0.0015060078309698398,0.0012846161680326715
58,0.0014816497105472688,0.0012747320254912055
59,0.0014398268096912203,0.0012496121725517327
60,0.0015060126164270111,0.0012525302784402756
61,0.0015537079771103996,0.0012279993132105053
62,0.001566629141941533,0.0012185003911552375
63,0.0015588360984614906,0.00119886044244602
64,0.0015295319994967798,0.001176765937335845
65,0.0015438171489064447,0.0011562905679086454
66,0.0015754675997457113,0.0010722783457224043
67,0.0015960035939626624,0.0011914700475540035
68,0.0015815407642026124,0.001172799017786104
69,0.001574499562967474,0.0011500138205532496
70,0.0015462852400392492,0.0012269207843523381
71,0.0015454897023927335,0.0011796826332870676
72,0.001554963171276945,0.0011051243673282968
73,0.0015370038041661925,0.0010914933706192753
74,0.0015239908325897493,0.0010616851294466168
75,0.0015983628286893971,0.0009905395052757064
76,0.0016542585558405856,0.0009804778644642203
77,0.0016950020145758292,0.0010551007775289683
78,0.0017198214674221674,0.0011485900512196486
79,0.0017264811664547174,0.0011282972937980257
80,0.0017326636279705314,0.0011012829427191602
