iteration,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
1,-2.3182740870374947,-1.8933790796859746,-1.7711058646231796,-2.131852058548744,-1.919381822169583,-1.8032662797573922,-1.4513165930256018,-2.587561500963204,-1.7275441450844806,-1.436636474327843
2,-1.8239858860647264,-1.6076412528683932,-1.864768956807142,-2.512737759198775,-1.672751835115904,-1.9764889056962374,-1.4348807700627324,-2.6142958678887736,-1.7795481372450663,-1.7230779741388313
3,-1.921089498299654,-1.6329179327009142,-1.9002602137277327,-2.148617209470435,-1.7066928910693178,-1.8346772609859119,-1.416520020470448,-2.4909868514239646,-1.8683890482505219,-1.611863478695979
4,-1.8183206697879586,-1.7257051799491057,-2.0442859439886076,-2.2705919555938188,-1.6983773788175989,-1.7611269352674048,-1.4195649822388694,-2.1790555407903107,-2.0081889937946933,-1.5827053917438965
5,-1.9134399195953693,-1.6856466947523396,-1.7532242190541263,-1.869689241270062,-1.6517368868688744,-1.6688890307785123,-1.4230112727319835,-2.301514117842156,-1.6754050174325714,-1.6327290471432807
6,-1.8211665062121054,-1.7372889940630867,-1.5868458222752968,-1.7022201832141797,-1.5334679291207989,-1.6973833266944545,-1.4243407704983186,-1.9793829096954507,-1.6778790541025235,-1.577653560954747
7,-1.850986246564287,-1.805992996428196,-1.5903410580277835,-1.6608398677921392,-1.5885763577017973,-1.7913544007120692,-1.4265598623066034,-1.9201708514448124,-1.7259127362440123,-1.5663833361057928
8,-1.9308571231179856,-1.9004882480803915,-1.67339178275283,-1.5901640856372998,-1.5915389341034345,-1.7330480011617777,-1.4315911257490688,-1.7756617505120054,-1.7357427047388236,-1.5547480058607301
9,-2.0740524719565925,-1.9352493787662115,-1.744754126930565,-1.6013682022878937,-1.6158257268326042,-1.761915065567144,-1.4389383491343797,-1.6925269106259426,-1.7985078880249505,-1.6044784829693297
10,-2.0620339535905736,-1.9971213795698322,-1.5482722511591183,-1.6023747257917518,-1.6561873860724576,-1.7550870635601001,-1.4747772738233105,-1.7068952911520199,-1.6992784326473533,-1.5770810957835215
11,-2.2827766832128504,-2.1152414023246657,-1.5143953878746679,-1.5690525555560826,-1.6713281868750578,-1.7147411596199529,-1.4920497553250074,-1.7715068125225149,-1.7435066716375904,-1.5927488213379857
12,-2.3857862846661932,-2.1985659483339797,-1.5417624345978216,-1.5604396135476932,-1.7392614874784798,-1.7539063028572819,-1.5311281829561656,-1.9359071904487177,-1.575299758476911,-1.6129829960724829
13,-2.5078745041602333,-2.30410152297975,-1.5477083782668477,-1.5429186480976909,-1.773666967026247,-1.7516889481104034,-1.540469687876064,-2.052379939031377,-1.6917977136943632,-1.5968177912947437
14,-2.1694309830342373,-2.1413240785293004,-1.5846777578926436,-1.5359988379640408,-1.7758908127979975,-1.8125708298377172,-1.5492088987218382,-2.261471540215703,-1.6150907298326989,-1.613842524669407
