iteration,lcb,ei,rand
1,0.026153846153846146,0.026153846153846146,0.023846153846153847
2,0.033846153846153845,0.033846153846153845,0.027692307692307697
3,0.038461538461538464,0.038461538461538464,0.03
4,0.0476923076923077,0.0476923076923077,0.03384615384615385
5,0.05230769230769232,0.05230769230769232,0.04230769230769232
6,0.05692307692307694,0.056153846153846165,0.04923076923076923
7,0.06307692307692309,0.06384615384615386,0.054615384615384614
8,0.06923076923076925,0.06923076923076925,0.05692307692307692
9,0.07307692307692308,0.07307692307692308,0.06307692307692307
10,0.08153846153846153,0.08153846153846153,0.06384615384615383
11,0.08923076923076924,0.08923076923076924,0.06538461538461536
12,0.0969230769230769,0.09615384615384613,0.06923076923076923
13,0.10538461538461537,0.10538461538461535,0.07384615384615385
14,0.11153846153846153,0.11230769230769228,0.07923076923076923
15,0.12076923076923077,0.12076923076923075,0.08230769230769232
16,0.1276923076923077,0.12615384615384614,0.0853846153846154
17,0.13,0.12846153846153846,0.08923076923076924
18,0.1323076923076923,0.13307692307692304,0.09076923076923078
19,0.1346153846153846,0.13769230769230764,0.09307692307692308
20,0.14,0.14538461538461536,0.09615384615384617
21,0.1430769230769231,0.14923076923076922,0.10153846153846154
22,0.1484615384615385,0.15461538461538463,0.1023076923076923
23,0.15153846153846157,0.16000000000000003,0.1046153846153846
24,0.15615384615384617,0.1661538461538462,0.10846153846153843
25,0.16307692307692306,0.17153846153846153,0.11153846153846152
26,0.1676923076923077,0.17615384615384613,0.11615384615384614
27,0.17076923076923073,0.18076923076923077,0.11999999999999994
28,0.17307692307692302,0.18307692307692303,0.1238461538461538
29,0.17615384615384613,0.18615384615384614,0.12846153846153846
30,0.18461538461538463,0.19538461538461538,0.13153846153846152
31,0.18923076923076923,0.20153846153846153,0.1353846153846154
32,0.19153846153846155,0.20846153846153848,0.13923076923076924
33,0.19538461538461538,0.21153846153846154,0.1453846153846154
34,0.19999999999999996,0.2146153846153846,0.1515384615384615
35,0.20230769230769227,0.21846153846153843,0.15615384615384614
36,0.21,0.2269230769230769,0.1615384615384615
37,0.21384615384615382,0.23384615384615384,0.16538461538461532
38,0.2184615384615384,0.23999999999999996,0.16999999999999996
39,0.2253846153846153,0.24538461538461537,0.1746153846153846
40,0.2361538461538461,0.25461538461538463,0.1746153846153846
41,0.24076923076923074,0.26,0.17999999999999997
42,0.24769230769230763,0.26846153846153853,0.18999999999999992
43,0.2523076923076923,0.27461538461538465,0.18999999999999992
44,0.2561538461538462,0.2776923076923077,0.193076923076923
45,0.2623076923076923,0.28384615384615386,0.1999999999999999
46,0.2692307692307693,0.2900000000000001,0.2038461538461538
47,0.27615384615384625,0.29230769230769243,0.2069230769230769
48,0.2830769230769232,0.30000000000000016,0.21307692307692305
49,0.2884615384615386,0.3053846153846156,0.22076923076923083
